Record_ID,Country,Region,State,State_Code,City,Latitude,Longitude,Year,Full_Date,Month_Number,Month_Name,Quarter,Fiscal_Year,Population,Population_Category,Urban_Population,Rural_Population,Urban_Percentage,Rural_Percentage,Density_per_km2,Density_Category,Growth_Rate,Growth_Category,Literacy_Rate,Birth_Rate,Death_Rate,Net_Rate_Change
REC009984,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2016,05-06-2016,6,June,Q2,FY2016-17,7082159,Medium (5-10M),8665234,2813065,75.49,24.51,566,Medium Density,0.64,Low Growth,72.22,12.04,11.14,0.9
REC009985,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2015,25-11-2015,11,November,Q4,FY2015-16,9311017,Medium (5-10M),6583041,5783158,53.23,46.77,702,Medium Density,1.14,Moderate Growth,67.38,28.38,11.87,16.51
REC009986,India,North,Delhi,DL,Delhi,28.7041,77.1025,2018,01-12-2018,12,December,Q4,FY2018-19,16521114,Very Large (>15M),1307767,4211506,23.69,76.31,91,Low Density,0.98,Low Growth,74.93,22.2,10.57,11.63
REC009987,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2023,25-10-2023,10,October,Q4,FY2023-24,3862205,Small (<5M),1411677,7150879,16.49,83.51,478,Medium Density,1.57,Moderate Growth,92.67,10.35,12.75,-2.4
REC009988,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2023,14-02-2023,2,February,Q1,FY2022-23,18912719,Very Large (>15M),1082657,6324313,14.62,85.38,598,Medium Density,2.19,Moderate Growth,89.93,26.77,9.08,17.69
REC009989,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2007,05-07-2007,7,July,Q3,FY2007-08,14512310,Large (10-15M),5795045,7667942,43.04,56.96,112,Low Density,2.66,High Growth,77.1,16.53,12.49,4.04
REC009990,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2005,08-07-2005,7,July,Q3,FY2005-06,911316,Small (<5M),2670422,4138770,39.22,60.78,162,Low Density,3.21,High Growth,79.09,23.53,14.34,9.19
REC009991,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2005,21-11-2005,11,November,Q4,FY2005-06,19512543,Very Large (>15M),9582702,7739308,55.32,44.68,1104,High Density,0.98,Low Growth,74.3,27.04,8.45,18.59
REC009992,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2020,14-04-2020,4,April,Q2,FY2020-21,7045082,Medium (5-10M),4864984,1942954,71.46,28.54,1367,High Density,2.23,Moderate Growth,93.07,25.08,9.11,15.97
REC009993,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2008,28-04-2008,4,April,Q2,FY2008-09,9804869,Medium (5-10M),9416217,5204020,64.41,35.59,1275,High Density,2.16,Moderate Growth,94.61,26.43,6.75,19.68
REC009994,India,North,Delhi,DL,Delhi,28.7041,77.1025,2003,16-01-2003,1,January,Q1,FY2002-03,14139506,Large (10-15M),781587,7914420,8.99,91.01,922,High Density,1.88,Moderate Growth,70.12,26.09,6.18,19.91
REC009995,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2011,06-02-2011,2,February,Q1,FY2010-11,1982527,Small (<5M),5721716,7210186,44.24,55.76,223,Low Density,2.58,High Growth,93.24,12.98,12.5,0.48
REC009996,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2011,08-09-2011,9,September,Q3,FY2011-12,13764569,Large (10-15M),2237498,7349836,23.34,76.66,424,Medium Density,2.04,Moderate Growth,93.26,17.75,10.88,6.87
REC009997,India,North,Delhi,DL,Delhi,28.7041,77.1025,2022,02-10-2022,10,October,Q4,FY2022-23,211361,Small (<5M),8367413,4138430,66.91,33.09,493,Medium Density,2.15,Moderate Growth,76.57,28.29,12.16,16.13
REC009998,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2016,19-08-2016,8,August,Q3,FY2016-17,12552251,Large (10-15M),5529890,9756574,36.18,63.82,545,Medium Density,3.21,High Growth,74.52,11.88,6.68,5.2
REC009999,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2014,27-08-2014,8,August,Q3,FY2014-15,3176919,Small (<5M),9984586,266467,97.4,2.6,1413,High Density,3.08,High Growth,90.43,29.53,12.57,16.96
REC010000,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2008,09-09-2008,9,September,Q3,FY2008-09,12571466,Large (10-15M),6106341,5356111,53.27,46.73,717,Medium Density,2.23,Moderate Growth,93.01,14.53,8.14,6.39
REC010001,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2006,05-07-2006,7,July,Q3,FY2006-07,10645097,Large (10-15M),6446200,7995060,44.64,55.36,938,High Density,0.97,Low Growth,74.08,22.36,11.2,11.16
REC010002,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2009,05-09-2009,9,September,Q3,FY2009-10,7405394,Medium (5-10M),2539547,1616645,61.1,38.9,768,Medium Density,3.38,High Growth,77.23,16.54,13.48,3.06
REC010003,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2015,25-10-2015,10,October,Q4,FY2015-16,6822282,Medium (5-10M),1619014,7032369,18.71,81.29,1074,High Density,2.37,Moderate Growth,71.7,29.65,11.15,18.5
REC010004,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2011,26-12-2011,12,December,Q4,FY2011-12,3161027,Small (<5M),9789875,5913362,62.34,37.66,416,Medium Density,2.92,High Growth,67.31,20.49,6.71,13.78
REC010005,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2024,19-02-2024,2,February,Q1,FY2023-24,19200295,Very Large (>15M),9775810,3923081,71.36,28.64,1033,High Density,0.67,Low Growth,94.87,12.99,10,2.99
REC010006,India,North,Delhi,DL,Delhi,28.7041,77.1025,2006,04-06-2006,6,June,Q2,FY2006-07,19686097,Very Large (>15M),1474100,2023999,42.14,57.86,1486,High Density,3.19,High Growth,66.61,26.94,7.53,19.41
REC010007,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2017,16-03-2017,3,March,Q1,FY2016-17,1495346,Small (<5M),8700457,4806614,64.41,35.59,1116,High Density,2.58,High Growth,88.5,18.03,10.53,7.5
REC010008,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2014,16-11-2014,11,November,Q4,FY2014-15,10531040,Large (10-15M),9128482,7730090,54.15,45.85,139,Low Density,2.56,High Growth,74.72,27.04,5.79,21.25
REC010009,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2005,16-06-2005,6,June,Q2,FY2005-06,12560408,Large (10-15M),3455699,3045510,53.15,46.85,1156,High Density,0.83,Low Growth,62.93,18.87,14.82,4.05
REC010010,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2011,07-03-2011,3,March,Q1,FY2010-11,3476645,Small (<5M),7753544,538841,93.5,6.5,851,Medium Density,2.64,High Growth,71.37,28.66,11.2,17.46
REC010011,India,North,Delhi,DL,Delhi,28.7041,77.1025,2010,18-08-2010,8,August,Q3,FY2010-11,4711214,Small (<5M),8538008,9785598,46.6,53.4,965,High Density,0.73,Low Growth,62.91,11.11,8.82,2.29
REC010012,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2019,24-11-2019,11,November,Q4,FY2019-20,4179782,Small (<5M),3689768,6799229,35.18,64.82,370,Low Density,0.67,Low Growth,94.37,29.67,8.45,21.22
REC010013,India,North,Delhi,DL,Delhi,28.7041,77.1025,2002,21-04-2002,4,April,Q2,FY2002-03,11573681,Large (10-15M),9677773,6075333,61.43,38.57,513,Medium Density,1.48,Moderate Growth,69.28,19.28,10.81,8.47
REC010014,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2001,01-12-2001,12,December,Q4,FY2001-02,227367,Small (<5M),5669019,6355868,47.14,52.86,1114,High Density,0.57,Low Growth,86.11,17.38,11.72,5.66
REC010015,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2005,03-10-2005,10,October,Q4,FY2005-06,735691,Small (<5M),6978192,4582579,60.36,39.64,638,Medium Density,0.98,Low Growth,74.9,10.83,7.34,3.49
REC010016,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2023,25-06-2023,6,June,Q2,FY2023-24,6649240,Medium (5-10M),1943448,6685241,22.52,77.48,137,Low Density,2.68,High Growth,83.78,14.56,10.51,4.05
REC010017,India,North,Delhi,DL,Delhi,28.7041,77.1025,2021,21-09-2021,9,September,Q3,FY2021-22,5073722,Medium (5-10M),5684814,682209,89.29,10.71,905,High Density,3,High Growth,68.93,16.25,13.57,2.68
REC010018,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2024,08-02-2024,2,February,Q1,FY2023-24,9064913,Medium (5-10M),2460859,4156294,37.19,62.81,842,Medium Density,1.04,Moderate Growth,63.29,24.56,13.1,11.46
REC010019,India,North,Delhi,DL,Delhi,28.7041,77.1025,2004,01-02-2004,2,February,Q1,FY2003-04,2525476,Small (<5M),2388795,84464,96.58,3.42,1172,High Density,2.97,High Growth,88.3,23.95,6.85,17.1
REC010020,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2017,07-07-2017,7,July,Q3,FY2017-18,11601174,Large (10-15M),9379595,9211861,50.45,49.55,976,High Density,1.94,Moderate Growth,85.09,27.71,8.83,18.88
REC010021,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2015,07-02-2015,2,February,Q1,FY2014-15,17499877,Very Large (>15M),8679805,6204432,58.32,41.68,472,Medium Density,3.37,High Growth,63.83,28.79,12.91,15.88
REC010022,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2007,08-02-2007,2,February,Q1,FY2006-07,19209619,Very Large (>15M),5048593,345846,93.59,6.41,994,High Density,0.92,Low Growth,85.58,24.54,8.09,16.45
REC010023,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2024,19-04-2024,4,April,Q2,FY2024-25,11424870,Large (10-15M),2886424,3788494,43.24,56.76,496,Medium Density,0.66,Low Growth,80.92,23.81,12.69,11.12
REC010024,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2019,17-09-2019,9,September,Q3,FY2019-20,11246331,Large (10-15M),5064935,8680450,36.85,63.15,281,Low Density,3.04,High Growth,66,27.99,12.09,15.9
REC010025,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2021,11-08-2021,8,August,Q3,FY2021-22,7980345,Medium (5-10M),9839192,362518,96.45,3.55,920,High Density,1.59,Moderate Growth,88.9,12.62,6.83,5.79
REC010026,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2010,15-02-2010,2,February,Q1,FY2009-10,6883088,Medium (5-10M),435862,4554425,8.73,91.27,1258,High Density,1.87,Moderate Growth,84.46,11.55,11.97,-0.42
REC010027,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2009,09-08-2009,8,August,Q3,FY2009-10,12952258,Large (10-15M),6033498,7867188,43.4,56.6,1279,High Density,2.04,Moderate Growth,77.74,24.15,13.37,10.78
REC010028,India,North,Delhi,DL,Delhi,28.7041,77.1025,2023,17-04-2023,4,April,Q2,FY2023-24,1985094,Small (<5M),3404243,1977142,63.26,36.74,781,Medium Density,2.98,High Growth,66.25,16.19,14.07,2.12
REC010029,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2024,11-02-2024,2,February,Q1,FY2023-24,13434303,Large (10-15M),7925059,4156000,65.6,34.4,1351,High Density,0.73,Low Growth,78.91,18.48,7.45,11.03
REC010030,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2011,06-11-2011,11,November,Q4,FY2011-12,8346287,Medium (5-10M),5612396,7018332,44.43,55.57,569,Medium Density,2.15,Moderate Growth,65.69,22.16,14.97,7.19
REC010031,India,North,Delhi,DL,Delhi,28.7041,77.1025,2020,09-10-2020,10,October,Q4,FY2020-21,2977848,Small (<5M),3145305,4188009,42.89,57.11,1468,High Density,1.79,Moderate Growth,66.44,29.02,9.9,19.12
REC010032,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2005,18-07-2005,7,July,Q3,FY2005-06,8206732,Medium (5-10M),1499155,8287352,15.32,84.68,683,Medium Density,1.52,Moderate Growth,68.45,27.47,7.52,19.95
REC010033,India,North,Delhi,DL,Delhi,28.7041,77.1025,2019,20-06-2019,6,June,Q2,FY2019-20,8347142,Medium (5-10M),5098759,7249525,41.29,58.71,1260,High Density,1.54,Moderate Growth,82.91,24.68,12.22,12.46
REC010034,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2004,02-10-2004,10,October,Q4,FY2004-05,14455881,Large (10-15M),1458977,6042343,19.45,80.55,289,Low Density,3.29,High Growth,83.79,18.61,12.13,6.48
REC010035,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2022,04-05-2022,5,May,Q2,FY2022-23,11138611,Large (10-15M),9281537,901768,91.14,8.86,384,Low Density,1.3,Moderate Growth,62.55,25.85,11.14,14.71
REC010036,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2008,18-11-2008,11,November,Q4,FY2008-09,13005220,Large (10-15M),4940788,2586560,65.64,34.36,422,Medium Density,1.86,Moderate Growth,82.78,13.6,6.45,7.15
REC010037,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2015,28-01-2015,1,January,Q1,FY2014-15,15709313,Very Large (>15M),7999333,8380139,48.84,51.16,762,Medium Density,1.98,Moderate Growth,61.21,26.15,5.32,20.83
REC010038,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2021,01-02-2021,2,February,Q1,FY2020-21,14959415,Large (10-15M),4041310,5967942,40.38,59.62,1437,High Density,2.66,High Growth,91.67,19.51,12.35,7.16
REC010039,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2013,11-08-2013,8,August,Q3,FY2013-14,3482331,Small (<5M),8856923,5704874,60.82,39.18,706,Medium Density,2.06,Moderate Growth,87.25,15.23,8.49,6.74
REC010040,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2021,03-01-2021,1,January,Q1,FY2020-21,7184670,Medium (5-10M),6897414,5658191,54.93,45.07,332,Low Density,2.36,Moderate Growth,85.35,19.27,5.98,13.29
REC010041,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2007,08-03-2007,3,March,Q1,FY2006-07,10672864,Large (10-15M),359801,7913639,4.35,95.65,132,Low Density,1.7,Moderate Growth,68.37,25.77,14.31,11.46
REC010042,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2019,05-02-2019,2,February,Q1,FY2018-19,12634737,Large (10-15M),2726595,7427410,26.85,73.15,1396,High Density,2.66,High Growth,94.56,23.15,14.26,8.89
REC010043,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2018,20-05-2018,5,May,Q2,FY2018-19,17297522,Very Large (>15M),5602033,885520,86.35,13.65,231,Low Density,1.9,Moderate Growth,92.35,12.74,11.42,1.32
REC010044,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2013,21-04-2013,4,April,Q2,FY2013-14,15171381,Very Large (>15M),5721053,6909955,45.29,54.71,1113,High Density,1.17,Moderate Growth,77.15,23.83,7.43,16.4
REC010045,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2006,22-07-2006,7,July,Q3,FY2006-07,4781062,Small (<5M),7773705,1989023,79.63,20.37,1188,High Density,2.95,High Growth,61.21,26.66,14.85,11.81
REC010046,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2004,22-05-2004,5,May,Q2,FY2004-05,12269779,Large (10-15M),946250,131313,87.81,12.19,1156,High Density,2.8,High Growth,77.9,13.01,7.41,5.6
REC010047,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2017,05-08-2017,8,August,Q3,FY2017-18,2418254,Small (<5M),6076358,7668326,44.21,55.79,302,Low Density,2.38,Moderate Growth,65.39,11.23,5.11,6.12
REC010048,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2001,28-04-2001,4,April,Q2,FY2001-02,13975794,Large (10-15M),4586148,7837185,36.92,63.08,1183,High Density,2.07,Moderate Growth,80.74,11.13,14,-2.87
REC010049,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2010,11-12-2010,12,December,Q4,FY2010-11,11871079,Large (10-15M),7768313,4208323,64.86,35.14,264,Low Density,1.13,Moderate Growth,94.53,10.45,6.96,3.49
REC010050,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2021,12-06-2021,6,June,Q2,FY2021-22,11136869,Large (10-15M),2138321,1673533,56.1,43.9,368,Low Density,3.11,High Growth,86.49,10.36,11.3,-0.94
REC010051,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2007,22-04-2007,4,April,Q2,FY2007-08,19545339,Very Large (>15M),860463,757881,53.17,46.83,1209,High Density,0.79,Low Growth,71.28,26.1,7.38,18.72
REC010052,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2000,09-02-2000,2,February,Q1,FY1999-00,7354223,Medium (5-10M),6390886,2087530,75.38,24.62,1142,High Density,1.65,Moderate Growth,73.8,24.78,9.47,15.31
REC010053,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2021,21-01-2021,1,January,Q1,FY2020-21,16371374,Very Large (>15M),1805737,9490474,15.99,84.01,1166,High Density,3.06,High Growth,93.06,28.83,9.03,19.8
REC010054,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2011,13-01-2011,1,January,Q1,FY2010-11,7211778,Medium (5-10M),1888850,9393913,16.74,83.26,1319,High Density,2.29,Moderate Growth,63.86,17.12,8.75,8.37
REC010055,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2001,22-08-2001,8,August,Q3,FY2001-02,6067695,Medium (5-10M),6070463,8117909,42.78,57.22,1258,High Density,1.82,Moderate Growth,91.16,24.18,8.18,16
REC010056,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2017,20-04-2017,4,April,Q2,FY2017-18,15822524,Very Large (>15M),8604188,4068058,67.9,32.1,794,Medium Density,2.87,High Growth,62.61,18.22,5.15,13.07
REC010057,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2006,03-05-2006,5,May,Q2,FY2006-07,5973386,Medium (5-10M),3226276,4910836,39.65,60.35,596,Medium Density,3.47,High Growth,74.51,21.21,7.15,14.06
REC010058,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2016,13-11-2016,11,November,Q4,FY2016-17,3765835,Small (<5M),9296662,1433191,86.64,13.36,1213,High Density,1.07,Moderate Growth,86.09,18.78,14.94,3.84
REC010059,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2021,28-08-2021,8,August,Q3,FY2021-22,3278890,Small (<5M),4151701,1985957,67.64,32.36,364,Low Density,0.65,Low Growth,73.83,18.31,5.08,13.23
REC010060,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2022,22-12-2022,12,December,Q4,FY2022-23,8863132,Medium (5-10M),1760498,6642006,20.95,79.05,512,Medium Density,1.89,Moderate Growth,79.99,14.91,5.72,9.19
REC010061,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2013,11-07-2013,7,July,Q3,FY2013-14,10942030,Large (10-15M),1480619,2043407,42.01,57.99,900,Medium Density,1.36,Moderate Growth,77.18,21.62,5.32,16.3
REC010062,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2023,11-08-2023,8,August,Q3,FY2023-24,12478557,Large (10-15M),5609456,8106263,40.9,59.1,264,Low Density,2.5,Moderate Growth,81.16,15.23,10.14,5.09
REC010063,India,North,Delhi,DL,Delhi,28.7041,77.1025,2006,21-08-2006,8,August,Q3,FY2006-07,8778143,Medium (5-10M),5442387,2033044,72.8,27.2,231,Low Density,1.98,Moderate Growth,65.98,12.8,5.37,7.43
REC010064,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2021,20-06-2021,6,June,Q2,FY2021-22,8739673,Medium (5-10M),6758478,5199823,56.52,43.48,1358,High Density,2,Moderate Growth,80.23,24.99,10.36,14.63
REC010065,India,North,Delhi,DL,Delhi,28.7041,77.1025,2024,21-10-2024,10,October,Q4,FY2024-25,6150435,Medium (5-10M),1901585,9910723,16.1,83.9,809,Medium Density,1.56,Moderate Growth,94.55,22.92,8.26,14.66
REC010066,India,North,Delhi,DL,Delhi,28.7041,77.1025,2002,07-02-2002,2,February,Q1,FY2001-02,14461087,Large (10-15M),7968136,9981681,44.39,55.61,793,Medium Density,1.13,Moderate Growth,66.79,15.86,13.78,2.08
REC010067,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2005,17-06-2005,6,June,Q2,FY2005-06,17950155,Very Large (>15M),4082204,4649372,46.75,53.25,1449,High Density,1.14,Moderate Growth,62.34,22.61,8.59,14.02
REC010068,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2019,16-01-2019,1,January,Q1,FY2018-19,4401161,Small (<5M),8357369,8429004,49.79,50.21,1444,High Density,1.66,Moderate Growth,73.71,10.53,13.2,-2.67
REC010069,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2001,14-01-2001,1,January,Q1,FY2000-01,9675121,Medium (5-10M),3893310,2464371,61.24,38.76,1367,High Density,2.55,High Growth,73.1,29.77,12.05,17.72
REC010070,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2016,01-11-2016,11,November,Q4,FY2016-17,146847,Small (<5M),5748954,6890404,45.48,54.52,700,Medium Density,1.51,Moderate Growth,64.4,13.47,14.7,-1.23
REC010071,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2011,11-03-2011,3,March,Q1,FY2010-11,12306529,Large (10-15M),9595658,1427538,87.05,12.95,199,Low Density,1.48,Moderate Growth,80,28.83,9.43,19.4
REC010072,India,North,Delhi,DL,Delhi,28.7041,77.1025,2011,13-03-2011,3,March,Q1,FY2010-11,6866101,Medium (5-10M),7652709,994332,88.5,11.5,1011,High Density,1.78,Moderate Growth,75.32,11.37,14.55,-3.18
REC010073,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2016,01-11-2016,11,November,Q4,FY2016-17,309718,Small (<5M),5002091,6780120,42.45,57.55,958,High Density,3.47,High Growth,89.29,24.16,11.47,12.69
REC010074,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2009,02-05-2009,5,May,Q2,FY2009-10,8623934,Medium (5-10M),8967162,6614980,57.55,42.45,551,Medium Density,0.77,Low Growth,74.8,14.44,8.83,5.61
REC010075,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2002,09-01-2002,1,January,Q1,FY2001-02,16575868,Very Large (>15M),2050160,2050881,49.99,50.01,667,Medium Density,1.38,Moderate Growth,94.5,29.31,9.9,19.41
REC010076,India,North,Delhi,DL,Delhi,28.7041,77.1025,2019,13-10-2019,10,October,Q4,FY2019-20,597526,Small (<5M),9689449,4524313,68.17,31.83,161,Low Density,1.38,Moderate Growth,87.29,16.3,12.3,4
REC010077,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2017,05-06-2017,6,June,Q2,FY2017-18,9843504,Medium (5-10M),2699812,5734357,32.01,67.99,944,High Density,3.42,High Growth,77.06,10.79,13.85,-3.06
REC010078,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2012,09-07-2012,7,July,Q3,FY2012-13,10979954,Large (10-15M),5132323,4631950,52.56,47.44,470,Medium Density,1.72,Moderate Growth,79.33,10.67,9.06,1.61
REC010079,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2011,13-10-2011,10,October,Q4,FY2011-12,10052355,Large (10-15M),5709830,9514837,37.5,62.5,812,Medium Density,2.2,Moderate Growth,90.34,27.11,14.43,12.68
REC010080,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2016,05-12-2016,12,December,Q4,FY2016-17,6307777,Medium (5-10M),9234606,5384102,63.17,36.83,873,Medium Density,1.09,Moderate Growth,87.1,11.39,9.78,1.61
REC010081,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2003,15-11-2003,11,November,Q4,FY2003-04,4854070,Small (<5M),8102864,1179235,87.3,12.7,1134,High Density,0.54,Low Growth,83.02,26.56,12.7,13.86
REC010082,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2022,07-03-2022,3,March,Q1,FY2021-22,10532928,Large (10-15M),7094103,6227374,53.25,46.75,312,Low Density,1.52,Moderate Growth,69.34,13,14.08,-1.08
REC010083,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2009,14-04-2009,4,April,Q2,FY2009-10,10777579,Large (10-15M),2116628,7065644,23.05,76.95,1357,High Density,2.42,Moderate Growth,74.36,15.52,7.2,8.32
REC010084,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2010,16-10-2010,10,October,Q4,FY2010-11,8180911,Medium (5-10M),4246831,9246952,31.47,68.53,803,Medium Density,2.57,High Growth,87.55,29.62,7.01,22.61
REC010085,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2005,06-11-2005,11,November,Q4,FY2005-06,19731323,Very Large (>15M),7785246,6203716,55.65,44.35,407,Medium Density,2.76,High Growth,81.96,24.5,11.82,12.68
REC010086,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2005,02-10-2005,10,October,Q4,FY2005-06,12041631,Large (10-15M),7248115,7057349,50.67,49.33,850,Medium Density,3.08,High Growth,93.48,12.92,11.32,1.6
REC010087,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2008,16-12-2008,12,December,Q4,FY2008-09,19891161,Very Large (>15M),5563191,6778628,45.08,54.92,1178,High Density,0.85,Low Growth,90.55,15.41,13.28,2.13
REC010088,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2014,19-10-2014,10,October,Q4,FY2014-15,1592063,Small (<5M),9787906,3783102,72.12,27.88,1304,High Density,0.75,Low Growth,74.95,19.52,10.41,9.11
REC010089,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2001,05-10-2001,10,October,Q4,FY2001-02,1596675,Small (<5M),6851414,1600993,81.06,18.94,1066,High Density,2.86,High Growth,70.28,27.7,12.27,15.43
REC010090,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2003,04-10-2003,10,October,Q4,FY2003-04,7525953,Medium (5-10M),1593557,8567693,15.68,84.32,520,Medium Density,1.81,Moderate Growth,64.34,24.22,6.7,17.52
REC010091,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2004,14-03-2004,3,March,Q1,FY2003-04,16983006,Very Large (>15M),7800301,6804466,53.41,46.59,1032,High Density,3.34,High Growth,74.27,23.9,10.45,13.45
REC010092,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2016,27-01-2016,1,January,Q1,FY2015-16,1972870,Small (<5M),9699597,4462380,68.49,31.51,214,Low Density,3.33,High Growth,67.93,17.2,5.1,12.1
REC010093,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2007,06-08-2007,8,August,Q3,FY2007-08,16301552,Very Large (>15M),2927963,6971828,29.58,70.42,550,Medium Density,0.92,Low Growth,60.58,23.08,11.82,11.26
REC010094,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2007,08-10-2007,10,October,Q4,FY2007-08,17331085,Very Large (>15M),8269502,3727051,68.93,31.07,276,Low Density,2.57,High Growth,64.84,13.46,14.71,-1.25
REC010095,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2021,24-10-2021,10,October,Q4,FY2021-22,14072054,Large (10-15M),6916076,2582843,72.81,27.19,183,Low Density,0.7,Low Growth,75.86,21.39,6.75,14.64
REC010096,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2011,03-02-2011,2,February,Q1,FY2010-11,16292059,Very Large (>15M),2927135,8840664,24.87,75.13,1373,High Density,1.71,Moderate Growth,91.23,21.2,6.37,14.83
REC010097,India,North,Delhi,DL,Delhi,28.7041,77.1025,2020,04-01-2020,1,January,Q1,FY2019-20,3955566,Small (<5M),2351016,5206530,31.11,68.89,119,Low Density,3.03,High Growth,71.23,23.76,9.74,14.02
